id_tempo,data,ano_adicao,mes_adicao,nome_mes
865,2019-02-24,2019,2,February
866,2019-02-25,2019,2,February
867,2019-02-26,2019,2,February
868,2019-02-27,2019,2,February
869,2019-02-28,2019,2,February
870,2019-03-01,2019,3,March
871,2019-03-02,2019,3,March
872,2019-03-03,2019,3,March
873,2019-03-04,2019,3,March
874,2019-03-05,2019,3,March
875,2019-03-06,2019,3,March
876,2019-03-07,2019,3,March
877,2019-03-08,2019,3,March
878,2019-03-09,2019,3,March
879,2019-03-10,2019,3,March
880,2019-03-11,2019,3,March
881,2019-03-12,2019,3,March
882,2019-03-13,2019,3,March
883,2019-03-14,2019,3,March
884,2019-03-15,2019,3,March
885,2019-03-16,2019,3,March
886,2019-03-17,2019,3,March
887,2019-03-18,2019,3,March
888,2019-03-19,2019,3,March
889,2019-03-20,2019,3,March
890,2019-03-21,2019,3,March
891,2019-03-22,2019,3,March
892,2019-03-23,2019,3,March
893,2019-03-24,2019,3,March
894,2019-03-25,2019,3,March
895,2019-03-26,2019,3,March
896,2019-03-27,2019,3,March
897,2019-03-28,2019,3,March
898,2019-03-29,2019,3,March
899,2019-03-30,2019,3,March
900,2019-03-31,2019,3,March
901,2019-04-01,2019,4,April
902,2019-04-02,2019,4,April
903,2019-04-03,2019,4,April
904,2019-04-04,2019,4,April
905,2019-04-05,2019,4,April
906,2019-04-06,2019,4,April
907,2019-04-07,2019,4,April
908,2019-04-08,2019,4,April
909,2019-04-09,2019,4,April
910,2019-04-10,2019,4,April
911,2019-04-11,2019,4,April
912,2019-04-12,2019,4,April
913,2019-04-13,2019,4,April
914,2019-04-14,2019,4,April
915,2019-04-15,2019,4,April
916,2019-04-16,2019,4,April
917,2019-04-17,2019,4,April
918,2019-04-18,2019,4,April
919,2019-04-19,2019,4,April
920,2019-04-20,2019,4,April
921,2019-04-21,2019,4,April
922,2019-04-22,2019,4,April
923,2019-04-23,2019,4,April
924,2019-04-24,2019,4,April
925,2019-04-25,2019,4,April
926,2019-04-26,2019,4,April
927,2019-04-27,2019,4,April
928,2019-04-28,2019,4,April
929,2019-04-29,2019,4,April
930,2019-04-30,2019,4,April
931,2019-05-01,2019,5,May
932,2019-05-02,2019,5,May
933,2019-05-03,2019,5,May
934,2019-05-05,2019,5,May
935,2019-05-06,2019,5,May
936,2019-05-07,2019,5,May
937,2019-05-08,2019,5,May
938,2019-05-09,2019,5,May
939,2019-05-10,2019,5,May
940,2019-05-11,2019,5,May
941,2019-05-12,2019,5,May
942,2019-05-13,2019,5,May
943,2019-05-14,2019,5,May
944,2019-05-15,2019,5,May
945,2019-05-16,2019,5,May
946,2019-05-17,2019,5,May
947,2019-05-18,2019,5,May
948,2019-05-19,2019,5,May
949,2019-05-20,2019,5,May
950,2019-05-21,2019,5,May
951,2019-05-22,2019,5,May
952,2019-05-23,2019,5,May
953,2019-05-24,2019,5,May
954,2019-05-25,2019,5,May
955,2019-05-26,2019,5,May
956,2019-05-27,2019,5,May
957,2019-05-28,2019,5,May
958,2019-05-30,2019,5,May
959,2019-05-31,2019,5,May
960,2019-06-01,2019,6,June
961,2019-06-02,2019,6,June
962,2019-06-03,2019,6,June
963,2019-06-04,2019,6,June
964,2019-06-05,2019,6,June
965,2019-06-06,2019,6,June
966,2019-06-07,2019,6,June
967,2019-06-08,2019,6,June
968,2019-06-10,2019,6,June
969,2019-06-11,2019,6,June
970,2019-06-12,2019,6,June
971,2019-06-13,2019,6,June
972,2019-06-14,2019,6,June
973,2019-06-15,2019,6,June
974,2019-06-16,2019,6,June
975,2019-06-18,2019,6,June
976,2019-06-19,2019,6,June
977,2019-06-20,2019,6,June
978,2019-06-21,2019,6,June
979,2019-06-22,2019,6,June
980,2019-06-23,2019,6,June
981,2019-06-24,2019,6,June
982,2019-06-25,2019,6,June
983,2019-06-26,2019,6,June
984,2019-06-27,2019,6,June
985,2019-06-28,2019,6,June
986,2019-06-29,2019,6,June
987,2019-06-30,2019,6,June
988,2019-07-01,2019,7,July
989,2019-07-02,2019,7,July
990,2019-07-03,2019,7,July
991,2019-07-04,2019,7,July
992,2019-07-05,2019,7,July
993,2019-07-06,2019,7,July
994,2019-07-07,2019,7,July
995,2019-07-08,2019,7,July
996,2019-07-09,2019,7,July
997,2019-07-11,2019,7,July
998,2019-07-12,2019,7,July
999,2019-07-13,2019,7,July
1000,2019-07-15,2019,7,July
1001,2019-07-16,2019,7,July
1002,2019-07-17,2019,7,July
1003,2019-07-18,2019,7,July
1004,2019-07-19,2019,7,July
1005,2019-07-20,2019,7,July
1006,2019-07-21,2019,7,July
1007,2019-07-22,2019,7,July
1008,2019-07-23,2019,7,July
1009,2019-07-24,2019,7,July
1010,2019-07-25,2019,7,July
1011,2019-07-26,2019,7,July
1012,2019-07-29,2019,7,July
1013,2019-07-30,2019,7,July
1014,2019-07-31,2019,7,July
1015,2019-08-01,2019,8,August
1016,2019-08-02,2019,8,August
1017,2019-08-03,2019,8,August
1018,2019-08-05,2019,8,August
1019,2019-08-06,2019,8,August
1020,2019-08-07,2019,8,August
1021,2019-08-08,2019,8,August
1022,2019-08-09,2019,8,August
1023,2019-08-12,2019,8,August
1024,2019-08-13,2019,8,August
1025,2019-08-14,2019,8,August
1026,2019-08-15,2019,8,August
1027,2019-08-16,2019,8,August
1028,2019-08-20,2019,8,August
1029,2019-08-21,2019,8,August
1030,2019-08-23,2019,8,August
1031,2019-08-24,2019,8,August
1032,2019-08-25,2019,8,August
1033,2019-08-26,2019,8,August
1034,2019-08-27,2019,8,August
1035,2019-08-28,2019,8,August
1036,2019-08-29,2019,8,August
1037,2019-08-30,2019,8,August
1038,2019-08-31,2019,8,August
1039,2019-09-01,2019,9,September
1040,2019-09-04,2019,9,September
1041,2019-09-05,2019,9,September
1042,2019-09-06,2019,9,September
1043,2019-09-09,2019,9,September
1044,2019-09-10,2019,9,September
1045,2019-09-11,2019,9,September
1046,2019-09-12,2019,9,September
1047,2019-09-13,2019,9,September
1048,2019-09-14,2019,9,September
1049,2019-09-15,2019,9,September
1050,2019-09-16,2019,9,September
1051,2019-09-17,2019,9,September
1052,2019-09-18,2019,9,September
1053,2019-09-19,2019,9,September
1054,2019-09-20,2019,9,September
1055,2019-09-21,2019,9,September
1056,2019-09-22,2019,9,September
1057,2019-09-23,2019,9,September
1058,2019-09-24,2019,9,September
1059,2019-09-25,2019,9,September
1060,2019-09-26,2019,9,September
1061,2019-09-27,2019,9,September
1062,2019-09-28,2019,9,September
1063,2019-09-30,2019,9,September
1064,2019-10-01,2019,10,October
1065,2019-10-02,2019,10,October
1066,2019-10-03,2019,10,October
1067,2019-10-04,2019,10,October
1068,2019-10-05,2019,10,October
1069,2019-10-06,2019,10,October
1070,2019-10-07,2019,10,October
1071,2019-10-08,2019,10,October
1072,2019-10-09,2019,10,October
1073,2019-10-10,2019,10,October
1074,2019-10-11,2019,10,October
1075,2019-10-13,2019,10,October
1076,2019-10-14,2019,10,October
1077,2019-10-15,2019,10,October
1078,2019-10-16,2019,10,October
1079,2019-10-17,2019,10,October
1080,2019-10-18,2019,10,October
1081,2019-10-19,2019,10,October
1082,2019-10-21,2019,10,October
1083,2019-10-22,2019,10,October
1084,2019-10-23,2019,10,October
1085,2019-10-24,2019,10,October
1086,2019-10-25,2019,10,October
1087,2019-10-26,2019,10,October
1088,2019-10-27,2019,10,October
1089,2019-10-28,2019,10,October
1090,2019-10-29,2019,10,October
1091,2019-10-30,2019,10,October
1092,2019-10-31,2019,10,October
1093,2019-11-01,2019,11,November
1094,2019-11-02,2019,11,November
1095,2019-11-04,2019,11,November
1096,2019-11-05,2019,11,November
1097,2019-11-06,2019,11,November
1098,2019-11-07,2019,11,November
1099,2019-11-08,2019,11,November
1100,2019-11-09,2019,11,November
1101,2019-11-11,2019,11,November
1102,2019-11-12,2019,11,November
1103,2019-11-13,2019,11,November
1104,2019-11-14,2019,11,November
1105,2019-11-15,2019,11,November
1106,2019-11-16,2019,11,November
1107,2019-11-17,2019,11,November
1108,2019-11-19,2019,11,November
1109,2019-11-20,2019,11,November
1110,2019-11-21,2019,11,November
1111,2019-11-22,2019,11,November
1112,2019-11-23,2019,11,November
1113,2019-11-24,2019,11,November
1114,2019-11-25,2019,11,November
1115,2019-11-26,2019,11,November
1116,2019-11-27,2019,11,November
1117,2019-11-28,2019,11,November
1118,2019-11-29,2019,11,November
1119,2019-11-30,2019,11,November
1120,2019-12-01,2019,12,December
1121,2019-12-02,2019,12,December
1122,2019-12-03,2019,12,December
1123,2019-12-04,2019,12,December
1124,2019-12-05,2019,12,December
1125,2019-12-06,2019,12,December
1126,2019-12-07,2019,12,December
1127,2019-12-08,2019,12,December
1128,2019-12-09,2019,12,December
1129,2019-12-10,2019,12,December
1130,2019-12-11,2019,12,December
1131,2019-12-12,2019,12,December
1132,2019-12-13,2019,12,December
1133,2019-12-15,2019,12,December
1134,2019-12-16,2019,12,December
1135,2019-12-17,2019,12,December
1136,2019-12-18,2019,12,December
1137,2019-12-19,2019,12,December
1138,2019-12-20,2019,12,December
1139,2019-12-21,2019,12,December
1140,2019-12-22,2019,12,December
1141,2019-12-24,2019,12,December
1142,2019-12-25,2019,12,December
1143,2019-12-26,2019,12,December
1144,2019-12-27,2019,12,December
1145,2019-12-28,2019,12,December
1146,2019-12-30,2019,12,December
1147,2019-12-31,2019,12,December
1148,2020-01-01,2020,1,January
1149,2020-01-02,2020,1,January
1150,2020-01-03,2020,1,January
1151,2020-01-04,2020,1,January
1152,2020-01-07,2020,1,January
1153,2020-01-08,2020,1,January
1154,2020-01-09,2020,1,January
1155,2020-01-10,2020,1,January
1156,2020-01-11,2020,1,January
1157,2020-01-12,2020,1,January
1158,2020-01-13,2020,1,January
1159,2020-01-14,2020,1,January
1160,2020-01-15,2020,1,January
1161,2020-01-16,2020,1,January
1162,2020-01-17,2020,1,January
1163,2020-01-18,2020,1,January
1164,2020-01-20,2020,1,January
1165,2020-01-21,2020,1,January
1166,2020-01-22,2020,1,January
1167,2020-01-23,2020,1,January
1168,2020-01-24,2020,1,January
1169,2020-01-25,2020,1,January
1170,2020-01-26,2020,1,January
1171,2020-01-27,2020,1,January
1172,2020-01-29,2020,1,January
1173,2020-01-30,2020,1,January
1174,2020-01-31,2020,1,January
1175,2020-02-01,2020,2,February
1176,2020-02-03,2020,2,February
1177,2020-02-04,2020,2,February
1178,2020-02-05,2020,2,February
1179,2020-02-06,2020,2,February
1180,2020-02-07,2020,2,February
1181,2020-02-08,2020,2,February
1182,2020-02-09,2020,2,February
1183,2020-02-10,2020,2,February
1184,2020-02-11,2020,2,February
1185,2020-02-12,2020,2,February
1186,2020-02-13,2020,2,February
1187,2020-02-14,2020,2,February
1188,2020-02-15,2020,2,February
1189,2020-02-16,2020,2,February
1190,2020-02-17,2020,2,February
1191,2020-02-20,2020,2,February
1192,2020-02-21,2020,2,February
1193,2020-02-22,2020,2,February
1194,2020-02-23,2020,2,February
1195,2020-02-25,2020,2,February
1196,2020-02-26,2020,2,February
1197,2020-02-27,2020,2,February
1198,2020-02-28,2020,2,February
1199,2020-03-01,2020,3,March
1200,2020-03-02,2020,3,March
1201,2020-03-03,2020,3,March
1202,2020-03-04,2020,3,March
1203,2020-03-05,2020,3,March
1204,2020-03-06,2020,3,March
1205,2020-03-08,2020,3,March
1206,2020-03-10,2020,3,March
1207,2020-03-11,2020,3,March
1208,2020-03-13,2020,3,March
1209,2020-03-14,2020,3,March
1210,2020-03-15,2020,3,March
1211,2020-03-16,2020,3,March
1212,2020-03-17,2020,3,March
1213,2020-03-18,2020,3,March
1214,2020-03-19,2020,3,March
1215,2020-03-20,2020,3,March
1216,2020-03-21,2020,3,March
1217,2020-03-22,2020,3,March
1218,2020-03-23,2020,3,March
1219,2020-03-24,2020,3,March
1220,2020-03-25,2020,3,March
1221,2020-03-26,2020,3,March
1222,2020-03-27,2020,3,March
1223,2020-03-28,2020,3,March
1224,2020-03-29,2020,3,March
1225,2020-03-31,2020,3,March
1226,2020-04-01,2020,4,April
1227,2020-04-02,2020,4,April
1228,2020-04-03,2020,4,April
1229,2020-04-04,2020,4,April
1230,2020-04-05,2020,4,April
1231,2020-04-06,2020,4,April
1232,2020-04-07,2020,4,April
1233,2020-04-08,2020,4,April
1234,2020-04-09,2020,4,April
1235,2020-04-10,2020,4,April
1236,2020-04-11,2020,4,April
1237,2020-04-13,2020,4,April
1238,2020-04-14,2020,4,April
1239,2020-04-15,2020,4,April
1240,2020-04-16,2020,4,April
1241,2020-04-17,2020,4,April
1242,2020-04-18,2020,4,April
1243,2020-04-20,2020,4,April
1244,2020-04-21,2020,4,April
1245,2020-04-22,2020,4,April
1246,2020-04-23,2020,4,April
1247,2020-04-24,2020,4,April
1248,2020-04-25,2020,4,April
1249,2020-04-26,2020,4,April
1250,2020-04-27,2020,4,April
1251,2020-04-28,2020,4,April
1252,2020-04-29,2020,4,April
1253,2020-04-30,2020,4,April
1254,2020-05-01,2020,5,May
1255,2020-05-02,2020,5,May
1256,2020-05-03,2020,5,May
1257,2020-05-04,2020,5,May
1258,2020-05-05,2020,5,May
1259,2020-05-06,2020,5,May
1260,2020-05-07,2020,5,May
1261,2020-05-08,2020,5,May
1262,2020-05-09,2020,5,May
1263,2020-05-11,2020,5,May
1264,2020-05-12,2020,5,May
1265,2020-05-13,2020,5,May
1266,2020-05-14,2020,5,May
1267,2020-05-15,2020,5,May
1268,2020-05-16,2020,5,May
1269,2020-05-17,2020,5,May
1270,2020-05-18,2020,5,May
1271,2020-05-19,2020,5,May
1272,2020-05-20,2020,5,May
1273,2020-05-21,2020,5,May
1274,2020-05-22,2020,5,May
1275,2020-05-23,2020,5,May
1276,2020-05-24,2020,5,May
1277,2020-05-25,2020,5,May
1278,2020-05-26,2020,5,May
1279,2020-05-27,2020,5,May
1280,2020-05-28,2020,5,May
1281,2020-05-29,2020,5,May
1282,2020-05-31,2020,5,May
1283,2020-06-01,2020,6,June
1284,2020-06-02,2020,6,June
1285,2020-06-03,2020,6,June
1286,2020-06-04,2020,6,June
1287,2020-06-05,2020,6,June
1288,2020-06-06,2020,6,June
1289,2020-06-07,2020,6,June
1290,2020-06-08,2020,6,June
1291,2020-06-10,2020,6,June
1292,2020-06-11,2020,6,June
1293,2020-06-12,2020,6,June
1294,2020-06-13,2020,6,June
1295,2020-06-15,2020,6,June
1296,2020-06-16,2020,6,June
1297,2020-06-17,2020,6,June
1298,2020-06-18,2020,6,June
1299,2020-06-19,2020,6,June
1300,2020-06-20,2020,6,June
1301,2020-06-21,2020,6,June
1302,2020-06-22,2020,6,June
1303,2020-06-23,2020,6,June
1304,2020-06-24,2020,6,June
1305,2020-06-25,2020,6,June
1306,2020-06-26,2020,6,June
1307,2020-06-27,2020,6,June
1308,2020-06-28,2020,6,June
1309,2020-06-29,2020,6,June
1310,2020-06-30,2020,6,June
1311,2020-07-01,2020,7,July
1312,2020-07-02,2020,7,July
1313,2020-07-03,2020,7,July
1314,2020-07-04,2020,7,July
1315,2020-07-05,2020,7,July
1316,2020-07-06,2020,7,July
1317,2020-07-07,2020,7,July
1318,2020-07-08,2020,7,July
1319,2020-07-09,2020,7,July
1320,2020-07-10,2020,7,July
1321,2020-07-11,2020,7,July
1322,2020-07-14,2020,7,July
1323,2020-07-15,2020,7,July
1324,2020-07-16,2020,7,July
1325,2020-07-17,2020,7,July
1326,2020-07-18,2020,7,July
1327,2020-07-19,2020,7,July
1328,2020-07-21,2020,7,July
1329,2020-07-22,2020,7,July
1330,2020-07-23,2020,7,July
1331,2020-07-24,2020,7,July
1332,2020-07-25,2020,7,July
1333,2020-07-26,2020,7,July
1334,2020-07-28,2020,7,July
1335,2020-07-29,2020,7,July
1336,2020-07-30,2020,7,July
1337,2020-07-31,2020,7,July
1338,2020-08-01,2020,8,August
1339,2020-08-02,2020,8,August
1340,2020-08-03,2020,8,August
1341,2020-08-04,2020,8,August
1342,2020-08-05,2020,8,August
1343,2020-08-06,2020,8,August
1344,2020-08-07,2020,8,August
1345,2020-08-08,2020,8,August
1346,2020-08-10,2020,8,August
1347,2020-08-11,2020,8,August
1348,2020-08-12,2020,8,August
1349,2020-08-13,2020,8,August
1350,2020-08-14,2020,8,August
1351,2020-08-15,2020,8,August
1352,2020-08-16,2020,8,August
1353,2020-08-17,2020,8,August
1354,2020-08-18,2020,8,August
1355,2020-08-19,2020,8,August
1356,2020-08-20,2020,8,August
1357,2020-08-21,2020,8,August
1358,2020-08-22,2020,8,August
1359,2020-08-23,2020,8,August
1360,2020-08-24,2020,8,August
1361,2020-08-25,2020,8,August
1362,2020-08-26,2020,8,August
1363,2020-08-27,2020,8,August
1364,2020-08-28,2020,8,August
1365,2020-08-29,2020,8,August
1366,2020-08-30,2020,8,August
1367,2020-08-31,2020,8,August
1368,2020-09-01,2020,9,September
1369,2020-09-02,2020,9,September
1370,2020-09-03,2020,9,September
1371,2020-09-04,2020,9,September
1372,2020-09-05,2020,9,September
1373,2020-09-07,2020,9,September
1374,2020-09-08,2020,9,September
1375,2020-09-09,2020,9,September
1376,2020-09-10,2020,9,September
1377,2020-09-11,2020,9,September
1378,2020-09-14,2020,9,September
1379,2020-09-15,2020,9,September
1380,2020-09-16,2020,9,September
1381,2020-09-17,2020,9,September
1382,2020-09-18,2020,9,September
1383,2020-09-19,2020,9,September
1384,2020-09-20,2020,9,September
1385,2020-09-21,2020,9,September
1386,2020-09-22,2020,9,September
1387,2020-09-23,2020,9,September
1388,2020-09-24,2020,9,September
1389,2020-09-25,2020,9,September
1390,2020-09-26,2020,9,September
1391,2020-09-27,2020,9,September
1392,2020-09-28,2020,9,September
1393,2020-09-29,2020,9,September
1394,2020-09-30,2020,9,September
1395,2020-10-01,2020,10,October
1396,2020-10-02,2020,10,October
1397,2020-10-03,2020,10,October
1398,2020-10-04,2020,10,October
1399,2020-10-05,2020,10,October
1400,2020-10-06,2020,10,October
1401,2020-10-07,2020,10,October
1402,2020-10-08,2020,10,October
1403,2020-10-09,2020,10,October
1404,2020-10-11,2020,10,October
1405,2020-10-12,2020,10,October
1406,2020-10-13,2020,10,October
1407,2020-10-14,2020,10,October
1408,2020-10-15,2020,10,October
1409,2020-10-16,2020,10,October
1410,2020-10-17,2020,10,October
1411,2020-10-18,2020,10,October
1412,2020-10-19,2020,10,October
1413,2020-10-20,2020,10,October
1414,2020-10-21,2020,10,October
1415,2020-10-22,2020,10,October
1416,2020-10-23,2020,10,October
1417,2020-10-24,2020,10,October
1418,2020-10-25,2020,10,October
1419,2020-10-26,2020,10,October
1420,2020-10-27,2020,10,October
1421,2020-10-28,2020,10,October
1422,2020-10-29,2020,10,October
1423,2020-10-30,2020,10,October
1424,2020-10-31,2020,10,October
1425,2020-11-01,2020,11,November
1426,2020-11-02,2020,11,November
1427,2020-11-03,2020,11,November
1428,2020-11-04,2020,11,November
1429,2020-11-05,2020,11,November
1430,2020-11-06,2020,11,November
1431,2020-11-10,2020,11,November
1432,2020-11-11,2020,11,November
1433,2020-11-12,2020,11,November
1434,2020-11-13,2020,11,November
1435,2020-11-14,2020,11,November
1436,2020-11-15,2020,11,November
1437,2020-11-16,2020,11,November
1438,2020-11-17,2020,11,November
1439,2020-11-18,2020,11,November
1440,2020-11-19,2020,11,November
1441,2020-11-20,2020,11,November
1442,2020-11-22,2020,11,November
1443,2020-11-23,2020,11,November
1444,2020-11-24,2020,11,November
1445,2020-11-25,2020,11,November
1446,2020-11-26,2020,11,November
1447,2020-11-27,2020,11,November
1448,2020-11-29,2020,11,November
1449,2020-11-30,2020,11,November
1450,2020-12-01,2020,12,December
1451,2020-12-02,2020,12,December
1452,2020-12-03,2020,12,December
1453,2020-12-04,2020,12,December
1454,2020-12-05,2020,12,December
1455,2020-12-07,2020,12,December
1456,2020-12-08,2020,12,December
1457,2020-12-09,2020,12,December
1458,2020-12-10,2020,12,December
1459,2020-12-11,2020,12,December
1460,2020-12-12,2020,12,December
1461,2020-12-13,2020,12,December
1462,2020-12-14,2020,12,December
1463,2020-12-15,2020,12,December
1464,2020-12-16,2020,12,December
1465,2020-12-17,2020,12,December
1466,2020-12-18,2020,12,December
1467,2020-12-19,2020,12,December
1468,2020-12-20,2020,12,December
1469,2020-12-21,2020,12,December
1470,2020-12-22,2020,12,December
1471,2020-12-23,2020,12,December
1472,2020-12-24,2020,12,December
1473,2020-12-25,2020,12,December
1474,2020-12-26,2020,12,December
1475,2020-12-27,2020,12,December
1476,2020-12-28,2020,12,December
1477,2020-12-30,2020,12,December
1478,2020-12-31,2020,12,December
1479,2021-01-01,2021,1,January
1480,2021-01-02,2021,1,January
1481,2021-01-03,2021,1,January
1482,2021-01-04,2021,1,January
1483,2021-01-05,2021,1,January
1484,2021-01-06,2021,1,January
1485,2021-01-07,2021,1,January
1486,2021-01-08,2021,1,January
1487,2021-01-10,2021,1,January
1488,2021-01-11,2021,1,January
1489,2021-01-12,2021,1,January
1490,2021-01-13,2021,1,January
1491,2021-01-14,2021,1,January
1492,2021-01-15,2021,1,January
1493,2021-01-16,2021,1,January
1494,2021-01-18,2021,1,January
1495,2021-01-19,2021,1,January
1496,2021-01-20,2021,1,January
1497,2021-01-21,2021,1,January
1498,2021-01-22,2021,1,January
1499,2021-01-26,2021,1,January
1500,2021-01-27,2021,1,January
1501,2021-01-28,2021,1,January
1502,2021-01-29,2021,1,January
1503,2021-01-31,2021,1,January
1504,2021-02-01,2021,2,February
1505,2021-02-02,2021,2,February
1506,2021-02-03,2021,2,February
1507,2021-02-05,2021,2,February
1508,2021-02-06,2021,2,February
1509,2021-02-07,2021,2,February
1510,2021-02-08,2021,2,February
1511,2021-02-09,2021,2,February
1512,2021-02-10,2021,2,February
1513,2021-02-11,2021,2,February
1514,2021-02-12,2021,2,February
1515,2021-02-13,2021,2,February
1516,2021-02-14,2021,2,February
1517,2021-02-15,2021,2,February
1518,2021-02-16,2021,2,February
1519,2021-02-17,2021,2,February
1520,2021-02-18,2021,2,February
1521,2021-02-19,2021,2,February
1522,2021-02-20,2021,2,February
1523,2021-02-21,2021,2,February
1524,2021-02-22,2021,2,February
1525,2021-02-23,2021,2,February
1526,2021-02-24,2021,2,February
1527,2021-02-25,2021,2,February
1528,2021-02-26,2021,2,February
1529,2021-02-28,2021,2,February
1530,2021-03-01,2021,3,March
1531,2021-03-02,2021,3,March
1532,2021-03-03,2021,3,March
1533,2021-03-04,2021,3,March
1534,2021-03-05,2021,3,March
1535,2021-03-06,2021,3,March
1536,2021-03-08,2021,3,March
1537,2021-03-09,2021,3,March
1538,2021-03-10,2021,3,March
1539,2021-03-11,2021,3,March
1540,2021-03-12,2021,3,March
1541,2021-03-14,2021,3,March
1542,2021-03-15,2021,3,March
1543,2021-03-16,2021,3,March
1544,2021-03-17,2021,3,March
1545,2021-03-18,2021,3,March
1546,2021-03-19,2021,3,March
1547,2021-03-20,2021,3,March
1548,2021-03-22,2021,3,March
1549,2021-03-23,2021,3,March
1550,2021-03-24,2021,3,March
1551,2021-03-25,2021,3,March
1552,2021-03-26,2021,3,March
1553,2021-03-28,2021,3,March
1554,2021-03-29,2021,3,March
1555,2021-03-30,2021,3,March
1556,2021-03-31,2021,3,March
1557,2021-04-01,2021,4,April
1558,2021-04-02,2021,4,April
1559,2021-04-03,2021,4,April
1560,2021-04-04,2021,4,April
1561,2021-04-05,2021,4,April
1562,2021-04-06,2021,4,April
1563,2021-04-07,2021,4,April
1564,2021-04-08,2021,4,April
1565,2021-04-09,2021,4,April
1566,2021-04-10,2021,4,April
1567,2021-04-11,2021,4,April
1568,2021-04-12,2021,4,April
1569,2021-04-13,2021,4,April
1570,2021-04-14,2021,4,April
1571,2021-04-15,2021,4,April
1572,2021-04-16,2021,4,April
1573,2021-04-17,2021,4,April
1574,2021-04-19,2021,4,April
1575,2021-04-20,2021,4,April
1576,2021-04-21,2021,4,April
1577,2021-04-22,2021,4,April
1578,2021-04-23,2021,4,April
1579,2021-04-24,2021,4,April
1580,2021-04-27,2021,4,April
1581,2021-04-28,2021,4,April
1582,2021-04-29,2021,4,April
1583,2021-04-30,2021,4,April
1584,2021-05-01,2021,5,May
1585,2021-05-04,2021,5,May
1586,2021-05-05,2021,5,May
1587,2021-05-06,2021,5,May
1588,2021-05-07,2021,5,May
1589,2021-05-08,2021,5,May
1590,2021-05-09,2021,5,May
1591,2021-05-10,2021,5,May
1592,2021-05-11,2021,5,May
1593,2021-05-12,2021,5,May
1594,2021-05-13,2021,5,May
1595,2021-05-14,2021,5,May
1596,2021-05-15,2021,5,May
1597,2021-05-16,2021,5,May
1598,2021-05-18,2021,5,May
1599,2021-05-19,2021,5,May
1600,2021-05-20,2021,5,May
1601,2021-05-21,2021,5,May
1602,2021-05-22,2021,5,May
1603,2021-05-23,2021,5,May
1604,2021-05-24,2021,5,May
1605,2021-05-25,2021,5,May
1606,2021-05-26,2021,5,May
1607,2021-05-27,2021,5,May
1608,2021-05-28,2021,5,May
1609,2021-05-29,2021,5,May
1610,2021-05-30,2021,5,May
1611,2021-05-31,2021,5,May
1612,2021-06-02,2021,6,June
1613,2021-06-03,2021,6,June
1614,2021-06-04,2021,6,June
1615,2021-06-05,2021,6,June
1616,2021-06-06,2021,6,June
1617,2021-06-07,2021,6,June
1618,2021-06-08,2021,6,June
1619,2021-06-09,2021,6,June
1620,2021-06-10,2021,6,June
1621,2021-06-11,2021,6,June
1622,2021-06-12,2021,6,June
1623,2021-06-13,2021,6,June
1624,2021-06-14,2021,6,June
1625,2021-06-15,2021,6,June
1626,2021-06-16,2021,6,June
1627,2021-06-17,2021,6,June
1628,2021-06-18,2021,6,June
1629,2021-06-19,2021,6,June
1630,2021-06-20,2021,6,June
1631,2021-06-21,2021,6,June
1632,2021-06-22,2021,6,June
1633,2021-06-23,2021,6,June
1634,2021-06-24,2021,6,June
1635,2021-06-25,2021,6,June
1636,2021-06-26,2021,6,June
1637,2021-06-28,2021,6,June
1638,2021-06-29,2021,6,June
1639,2021-06-30,2021,6,June
1640,2021-07-01,2021,7,July
1641,2021-07-02,2021,7,July
1642,2021-07-03,2021,7,July
1643,2021-07-04,2021,7,July
1644,2021-07-06,2021,7,July
1645,2021-07-07,2021,7,July
1646,2021-07-08,2021,7,July
1647,2021-07-09,2021,7,July
1648,2021-07-10,2021,7,July
1649,2021-07-12,2021,7,July
1650,2021-07-13,2021,7,July
1651,2021-07-14,2021,7,July
1652,2021-07-15,2021,7,July
1653,2021-07-16,2021,7,July
1654,2021-07-17,2021,7,July
1655,2021-07-19,2021,7,July
1656,2021-07-20,2021,7,July
1657,2021-07-21,2021,7,July
1658,2021-07-22,2021,7,July
1659,2021-07-23,2021,7,July
1660,2021-07-24,2021,7,July
1661,2021-07-26,2021,7,July
1662,2021-07-27,2021,7,July
1663,2021-07-28,2021,7,July
1664,2021-07-29,2021,7,July
1665,2021-07-30,2021,7,July
1666,2021-07-31,2021,7,July
1667,2021-08-01,2021,8,August
1668,2021-08-03,2021,8,August
1669,2021-08-04,2021,8,August
1670,2021-08-05,2021,8,August
1671,2021-08-06,2021,8,August
1672,2021-08-07,2021,8,August
1673,2021-08-08,2021,8,August
1674,2021-08-09,2021,8,August
1675,2021-08-10,2021,8,August
1676,2021-08-11,2021,8,August
1677,2021-08-12,2021,8,August
1678,2021-08-13,2021,8,August
1679,2021-08-15,2021,8,August
1680,2021-08-16,2021,8,August
1681,2021-08-18,2021,8,August
1682,2021-08-19,2021,8,August
1683,2021-08-20,2021,8,August
1684,2021-08-21,2021,8,August
1685,2021-08-23,2021,8,August
1686,2021-08-24,2021,8,August
1687,2021-08-25,2021,8,August
1688,2021-08-26,2021,8,August
1689,2021-08-27,2021,8,August
1690,2021-08-28,2021,8,August
1691,2021-08-29,2021,8,August
1692,2021-08-31,2021,8,August
1693,2021-09-01,2021,9,September
